AnimalID	DOB	Death	Removal.Date	Sex	Maternal.ID	Matriline	DamGen	SireGen	Natal.Group	Status	Birth.Season	Idcode
0V3	8/15/15	NA	10/18/16	MALE	4I9	076	4I9	49Z	HH	REMOVE	2016	NA
0V4	7/27/15	NA	10/18/16	FEMALE	5B6	058	5B6	49Z	HH	REMOVE	2016	NA
0V5	7/29/15	NA	10/18/16	FEMALE	77S	058	77S	94O	HH	REMOVE	2016	NA
1V5	8/16/15	NA	10/19/16	FEMALE	8E2	076	8E2	94O	HH	REMOVE	2016	NA
3P2	10/10/12	NA	10/19/16	MALE	2E8	062	2E8	2C9	HH	REMOVE	2013	3162
4L8	9/12/10	NA	10/19/16	FEMALE	2E9	073	2E9	18Z	HH	REMOVE	2011	4128
7L0	9/1/10	NA	10/19/16	FEMALE	03Z	076	03Z	6A8	HH	REMOVE	2011	7120
6I4	10/1/09	NA	10/19/16	MALE	22H	058	22H	89S	HH	REMOVE	2010	6094
0V9	10/15/15	NA	10/19/16	FEMALE	22H	058	22H	43N	HH	REMOVE	2016	NA
1V0	7/26/15	NA	10/19/16	MALE	2C0	058	2C0	2D5	HH	REMOVE	2016	NA
4S9	8/19/14	NA	10/19/16	FEMALE	48V	058	48V	2F8	HH	REMOVE	2015	NA
0K1	10/11/09	NA	10/19/16	MALE	4C9	22	4C9	T82	V	REMOVE	2010	111
I174L8	7/26/16	NA	10/19/16	MALE	4L8	073	4L8	4G6	HH	REMOVE	2017	NA
3Q5	10/27/13	NA	10/19/16	MALE	55R	076	55R	43N	HH	REMOVE	2014	NA
5S2	9/22/14	NA	10/19/16	FEMALE	55R	076	55R	94O	HH	REMOVE	2015	NA
6R4	8/23/13	NA	10/19/16	FEMALE	73C	076	73C	43N	HH	REMOVE	2014	NA
4N7	9/9/11	NA	10/19/16	MALE	77S	058	77S	02R	HH	REMOVE	2012	4147
9O0	10/21/12	NA	10/19/16	MALE	81B	076	81B	19T	HH	REMOVE	2013	9150
4N5	9/14/11	NA	10/19/16	FEMALE	94S	076	94S	02R	HH	REMOVE	2012	4145
2Q2	8/19/13	NA	10/19/16	FEMALE	9I5	062	9I5	9C6	HH	REMOVE	2014	NA
1V1	6/22/15	NA	10/19/16	FEMALE	9I5	062	9I5	7H0	HH	REMOVE	2016	NA
7T8	8/18/14	NA	10/19/16	MALE	9I7	076	9I7	1B7	HH	REMOVE	2015	NA
9P6	9/16/12	NA	10/20/16	MALE	7E0	073	7E0	2F8	HH	REMOVE	2013	9166
8L6	10/5/10	NA	10/20/16	MALE	1E2	073	1E2	80B	KK	REMOVE	2011	8126
I1703Z	8/14/16	NA	10/20/16	FEMALE	03Z	076	03Z	84E	HH	REMOVE	2017	NA
I1722H	9/8/16	NA	10/20/16	FEMALE	22H	058	22H	1B7	HH	REMOVE	2017	NA
1R2	8/25/13	NA	10/20/16	MALE	2C0	058	2C0	19T	HH	REMOVE	2014	NA
3L5	12/4/10	NA	10/20/16	MALE	35O	076	35O	02R	HH	REMOVE	2011	3125
5N1	9/24/11	NA	10/20/16	FEMALE	39Z	058	39Z	02R	HH	REMOVE	2012	5141
3N4	10/11/11	NA	10/20/16	FEMALE	3A9	076	3A9	02R	HH	REMOVE	2012	3144
I173N4	7/22/16	NA	10/20/16	MALE	3N4	076	3N4	4J0	HH	REMOVE	2017	NA
4J0	9/2/09	NA	10/20/16	MALE	48V	058	48V	23T	HH	REMOVE	2010	4100
50P	3/20/01	NA	10/20/16	MALE	56E	065	56E	I37	F	REMOVE	2001	5016
9N0	9/4/11	NA	10/20/16	FEMALE	5D4	058	5D4	04Z	HH	REMOVE	2012	9140
03Z	1/13/04	NA	10/20/16	FEMALE	81B	076	81B	79F	HH	REMOVE	2004	326
22H	12/4/96	NA	10/20/16	FEMALE	N86	058	N86	V79	F	REMOVE	1997	2208
91O	12/14/00	NA	10/20/16	MALE	V60	DM	V60	77A	R	REMOVE	2001	9115
4Q6	8/5/13	NA	10/21/16	FEMALE	7E3	058	7E3	19T	HH	REMOVE	2014	NA
94O	12/18/00	NA	10/21/16	MALE	13B	22	13B	V45	V	REMOVE	2001	9415
3L6	10/8/10	NA	10/21/16	MALE	20S	058	20S	02R	HH	REMOVE	2011	3126
9I7	11/18/09	NA	10/25/16	FEMALE	55R	076	55R	02R	HH	REMOVE	2010	9097
8S1	8/14/14	NA	10/26/16	FEMALE	2E8	062	2E8	2D5	HH	REMOVE	2015	NA
7T4	8/14/14	NA	10/26/16	FEMALE	2E9	073	2E9	36V	HH	REMOVE	2015	NA
60T	11/17/02	NA	10/26/16	MALE	10C	116	10C	25I	R	REMOVE	2003	6020
9V3	9/18/15	NA	10/26/16	FEMALE	20S	058	20S	4C6	HH	REMOVE	2016	NA
4I9	10/12/09	NA	10/26/16	FEMALE	35O	076	35O	22R	HH	REMOVE	2010	4099
4C6	1/26/06	NA	10/26/16	MALE	78I	22	78I	44E	V	REMOVE	2006	4036
9V2	9/15/15	NA	10/26/16	MALE	7J8	073	7J8	5E1	F	REMOVE	2016	NA
7T3	9/15/14	NA	10/26/16	MALE	7L4	076	7L4	41N	HH	REMOVE	2015	NA
3A6	11/7/04	NA	10/27/16	MALE	07L	091	07L	48G	R	REMOVE	2005	3016
9V9	9/27/15	NA	10/27/16	FEMALE	16S	062	16S	4D3	HH	REMOVE	2016	NA
9S2	9/3/14	NA	10/27/16	FEMALE	20S	058	20S	36V	HH	REMOVE	2015	NA
I1720S	8/14/16	NA	10/27/16	FEMALE	20S	058	20S	3A6	HH	REMOVE	2017	NA
20S	11/29/01	NA	10/27/16	FEMALE	22H	058	22H	X58	HH	REMOVE	2002	2019
1G8	12/9/08	NA	10/27/16	MALE	31L	22	31L	41N	V	REMOVE	2009	1078
41N	2/4/00	NA	10/27/16	MALE	36D	116	36D	86A	S	REMOVE	2000	4114
55R	11/8/01	NA	10/27/16	FEMALE	55A	076	55A	X61	HH	REMOVE	2002	5518
65Z	10/17/04	NA	10/27/16	FEMALE	55A	076	55A	40C	HH	REMOVE	2005	6526
I1755R	8/23/16	NA	10/27/16	FEMALE	55R	076	55R	36V	HH	REMOVE	2017	NA
I1765Z	6/29/16	NA	10/27/16	FEMALE	65Z	076	65Z	2D5	HH	REMOVE	2017	NA
94S	11/17/02	NA	10/27/16	FEMALE	66I	076	66I	T53	HH	REMOVE	2003	9419
9V4	7/11/15	NA	10/27/16	MALE	68V	065	68V	42T	F	REMOVE	2016	NA
7S2	8/24/14	NA	10/27/16	MALE	73C	076	73C	43N	HH	REMOVE	2015	NA
3R3	8/13/13	NA	10/27/16	FEMALE	77S	058	77S	43N	HH	REMOVE	2014	NA
2Q0	8/19/13	NA	10/27/16	FEMALE	8H7	062	8H7	2C9	HH	REMOVE	2014	NA
I1794S	7/3/16	NA	10/27/16	FEMALE	94S	076	94S	1B7	HH	REMOVE	2017	NA
2W4	9/16/15	NA	10/28/16	MALE	5C4	DM	5C4	3I5	R	REMOVE	2016	NA
1T6	8/17/14	NA	10/28/16	MALE	5J6	073	5J6	41N	HH	REMOVE	2015	NA
4W3	8/3/15	NA	11/1/16	FEMALE	2E8	062	2E8	2D5	HH	REMOVE	2016	NA
5R9	8/24/13	NA	11/1/16	MALE	2E9	073	2E9	9C6	HH	REMOVE	2014	NA
5W3	9/2/15	NA	11/1/16	FEMALE	2E9	073	2E9	1B7	HH	REMOVE	2016	NA
9S5	9/17/14	NA	11/1/16	MALE	03Z	076	03Z	1B7	HH	REMOVE	2015	NA
5W2	8/24/15	NA	11/1/16	MALE	03Z	076	03Z	01K	HH	REMOVE	2016	NA
9I5	11/11/09	NA	11/1/16	FEMALE	12T	062	12T	22R	HH	REMOVE	2010	9095
7S0	10/25/14	NA	11/1/16	MALE	16S	062	16S	43P	HH	REMOVE	2015	NA
6S5	8/24/14	NA	11/1/16	FEMALE	2C7	073	2C7	2D5	HH	REMOVE	2015	NA
2T3	8/26/14	NA	11/1/16	MALE	36O	073	36O	94O	HH	REMOVE	2015	NA
5W0	9/12/15	NA	11/1/16	MALE	3A9	076	3A9	1B7	HH	REMOVE	2016	NA
8S2	8/25/14	NA	11/1/16	MALE	4I9	076	4I9	6B2	HH	REMOVE	2015	NA
5W5	7/4/15	NA	11/1/16	MALE	4L8	073	4L8	41N	HH	REMOVE	2016	NA
5W1	8/23/15	NA	11/1/16	MALE	55R	076	55R	96Z	HH	REMOVE	2016	NA
5W4	9/6/15	NA	11/1/16	FEMALE	6B4	076	6B4	2D5	HH	REMOVE	2016	NA
4W2	8/31/15	NA	11/1/16	FEMALE	7L0	076	7L0	5I1	HH	REMOVE	2016	NA
4W1	7/8/15	NA	11/1/16	FEMALE	8K7	058	8K7	2D5	HH	REMOVE	2016	NA
5S7	10/15/14	NA	11/1/16	MALE	94S	076	94S	94O	HH	REMOVE	2015	NA
I1762S	7/21/16	NA	11/2/16	MALE	62S	058	62S	2I1	HH	REMOVE	2017	NA
62S	1/7/03	NA	11/2/16	FEMALE	N86	058	N86	40C	HH	REMOVE	2003	6219
1R5	7/28/13	NA	11/10/16	FEMALE	5B4	076	5B4	8C2	HH	REMOVE	2014	NA
3T6	8/22/14	NA	11/10/16	MALE	8H7	062	8H7	2C9	HH	REMOVE	2015	NA
43N	11/11/99	NA	11/10/16	MALE	D82	116	D82	96B	S	REMOVE	2000	4314
I1756R	8/26/16	NA	11/15/16	FEMALE	56R	073	56R	6B8	HH	REMOVE	2017	NA
56R	12/4/01	NA	11/15/16	FEMALE	V80	073	V80	43A	HH	REMOVE	2002	5618
1B7	11/9/05	NA	11/16/16	MALE	06J	DM	06J	18I	R	REMOVE	2006	1027
48V	12/2/03	NA	11/16/16	FEMALE	19J	058	19J	29H	HH	REMOVE	2004	4822
4J6	9/23/09	NA	11/16/16	FEMALE	3C0	058	3C0	88T	HH	REMOVE	2010	4106
4W9	8/19/15	NA	11/16/16	MALE	48V	058	48V	43N	HH	REMOVE	2016	NA
I1748V	8/11/16	NA	11/16/16	FEMALE	48V	058	48V	2D5	HH	REMOVE	2017	NA
I174J6	7/15/16	NA	11/16/16	MALE	4J6	058	4J6	4G6	HH	REMOVE	2017	NA
6S9	8/2/14	NA	11/16/16	MALE	77S	058	77S	43N	HH	REMOVE	2015	NA
3X1	7/19/15	NA	11/17/16	FEMALE	7E0	073	7E0	2D5	HH	REMOVE	2016	NA
2R4	9/10/13	NA	11/17/16	MALE	20S	058	20S	13I	HH	REMOVE	2014	NA
8E2	10/9/07	NA	11/17/16	FEMALE	73C	076	73C	46N	HH	REMOVE	2008	8052
2S6	10/1/13	NA	12/1/16	MALE	4J3	058	4J3	9C6	HH	REMOVE	2014	NA
0G3	10/27/07	NA	12/1/16	FEMALE	62S	058	62S	08O	HH	REMOVE	2008	73
9P5	8/6/12	NA	12/1/16	FEMALE	6B4	076	6B4	73Z	HH	REMOVE	2013	9165
77S	1/18/03	NA	12/1/16	FEMALE	76H	058	76H	T53	HH	REMOVE	2003	7719
I1777S	9/6/16	NA	12/1/16	MALE	77S	058	77S	94O	HH	REMOVE	2017	NA
V80	1/13/91	NA	12/1/16	FEMALE	A71	073	A71	C18	F	REMOVE	1991	2280
9S4	9/21/14	NA	12/2/16	FEMALE	8E2	076	8E2	76Z	HH	REMOVE	2015	NA
I177E3	7/3/16	NA	12/2/16	FEMALE	7E3	058	7E3	3A6	HH	REMOVE	2017	NA
1Q8	8/19/12	NA	12/2/16	MALE	0B9	058	0B9	2C9	HH	REMOVE	2013	1178
49Z	11/22/04	NA	12/2/16	MALE	15E	22	15E	85E	V	REMOVE	2005	4926
4J3	9/2/09	NA	12/2/16	FEMALE	20S	058	20S	93R	HH	REMOVE	2010	4103
8K7	10/5/10	NA	12/2/16	FEMALE	21N	058	21N	91O	HH	REMOVE	2011	8117
8T3	8/19/14	NA	12/2/16	FEMALE	2C0	058	2C0	9E7	HH	REMOVE	2015	NA
7E3	10/9/07	NA	12/2/16	FEMALE	48V	058	48V	02R	HH	REMOVE	2008	7053
I174J3	7/18/16	NA	12/2/16	MALE	4J3	058	4J3	2D7	HH	REMOVE	2017	NA
5P6	10/11/12	NA	12/2/16	FEMALE	5B6	058	5B6	2C9	HH	REMOVE	2013	5166
4S3	10/5/13	NA	12/2/16	FEMALE	5B6	058	5B6	43N	HH	REMOVE	2014	NA
I176B4	9/28/16	NA	12/2/16	MALE	6B4	076	6B4	76Z	HH	REMOVE	2017	NA
5S0	8/26/14	NA	12/2/16	FEMALE	6H6	058	6H6	1B7	HH	REMOVE	2015	NA
6B4	10/11/05	NA	12/2/16	FEMALE	73C	076	73C	43H	HH	REMOVE	2006	6024
2C7	9/26/05	NA	12/2/16	FEMALE	V72	073	V72	V45	HH	REMOVE	2006	2037
3R1	8/24/13	NA	12/7/16	MALE	8E2	076	8E2	76Z	HH	REMOVE	2014	NA
5B6	10/10/05	NA	12/7/16	FEMALE	22H	058	76H	70C	HH	REMOVE	2006	5026
4N8	8/13/11	NA	12/7/16	MALE	2C0	058	2C0	30V	HH	REMOVE	2012	4148
2S8	8/25/13	NA	12/7/16	FEMALE	39Z	058	39Z	30V	HH	REMOVE	2014	NA
9C6	10/12/06	NA	12/7/16	MALE	54N	116	54N	29H	R	REMOVE	2007	9036
I175B6	7/26/16	NA	12/7/16	FEMALE	5B6	058	5B6	41N	HH	REMOVE	2017	NA
4S0	11/11/13	NA	12/7/16	FEMALE	65Z	076	65Z	94O	HH	REMOVE	2014	NA
5U8	9/25/14	NA	12/8/16	MALE	0G3	058	0G3	1B7	HH	REMOVE	2015	NA
0B9	11/2/04	NA	12/8/16	FEMALE	19J	058	19J	78B	HH	REMOVE	2005	29
5I9	10/26/09	NA	12/8/16	FEMALE	2C7	073	2C7	88T	HH	REMOVE	2010	5099
I177E0	8/31/16	NA	12/9/16	FEMALE	7E0	073	7E0	2D5	HH	REMOVE	2017	NA
5H7	10/5/08	NA	12/9/16	MALE	2A5	065	2A5	36S	F	REMOVE	2009	5087
7E0	10/6/07	NA	12/9/16	FEMALE	36O	073	36O	68N	HH	REMOVE	2008	7050
9T7	8/25/14	NA	12/9/16	FEMALE	6B4	076	6B4	36V	HH	REMOVE	2015	NA
4X4	8/16/15	NA	12/9/16	MALE	7N7	004	7N7	6B2	MM	REMOVE	2016	NA
I172E9	11/7/16	NA	12/13/16	FEMALE	2E9	073	2E9	73Z	HH	REMOVE	2017	NA
6H6	11/29/08	NA	12/13/16	FEMALE	0B9	058	0B9	17L	HH	REMOVE	2009	6086
16S	11/6/01	NA	12/13/16	FEMALE	13A	062	13A	X61	HH	REMOVE	2002	1619
7L7	10/27/10	NA	12/13/16	FEMALE	16S	062	16S	91O	HH	REMOVE	2011	7127
5J6	11/2/09	NA	12/13/16	FEMALE	3A4	073	3A4	89S	HH	REMOVE	2010	5106
2E9	9/28/06	NA	12/13/16	FEMALE	56R	073	56R	15N	HH	REMOVE	2007	2059
3P7	8/15/12	NA	12/13/16	FEMALE	62S	058	62S	73Z	HH	REMOVE	2013	3167
3R7	8/19/13	NA	12/13/16	MALE	6H6	058	6H6	9C6	HH	REMOVE	2014	NA
8S3	8/10/14	NA	12/13/16	FEMALE	77S	058	5I9	97V	HH	REMOVE	2015	NA
I177L7	7/12/16	NA	12/13/16	MALE	7L7	062	7L7	4G6	HH	REMOVE	2017	NA
3A9	11/21/04	NA	12/13/16	FEMALE	81B	076	81B	96B	HH	REMOVE	2005	3019
6R9	10/9/13	NA	12/13/16	MALE	94S	076	94S	76Z	HH	REMOVE	2014	NA
9V7	8/9/15	NA	12/13/16	FEMALE	9N0	058	9N0	41N	HH	REMOVE	2016	NA
36O	12/8/00	NA	12/13/16	FEMALE	V80	073	V80	90A	HH	REMOVE	2001	3615
2C0	12/22/05	NA	12/16/16	FEMALE	19J	058	19J	28B	HH	REMOVE	2006	2030
I172C0	10/6/16	NA	12/16/16	FEMALE	2C0	058	2C0	9F9	HH	REMOVE	2017	NA
80S	11/12/02	NA	12/16/16	FEMALE	73C	076	73C	T53	HH	REMOVE	2003	8019
9F5	9/19/07	NA	9/18/17	MALE	88N	116	88N	94O	S	REMOVE	2008	9065
7S5	9/23/14	NA	10/17/18	MALE	1C5	076	1C5	13I	KK	REMOVE	2015	NA
8T5	7/9/14	NA	10/17/18	MALE	6D4	076	6D4	73Z	KK	REMOVE	2015	NA
7X1	7/22/17	NA	10/18/18	FEMALE	1K3	004	1K3	6N2	MM	REMOVE	2018	NA
7X5	8/16/16	NA	10/18/18	MALE	5D9	065	5D9	1J8	MM	REMOVE	2017	NA
8X2	6/24/16	NA	10/18/18	MALE	6J0	065	6J0	2I1	MM	REMOVE	2017	NA
7X6	8/6/16	NA	10/18/18	MALE	8H1	065	8H1	7J6	MM	REMOVE	2017	NA
4Y4	6/9/17	NA	10/24/18	MALE	9K0	004	9K0	6I9	MM	REMOVE	2018	NA
8S7	8/26/14	NA	10/30/18	MALE	25P	076	25P	17K	KK	REMOVE	2015	NA
1S8	8/17/13	NA	10/30/18	MALE	2C3	073	2C3	27N	KK	REMOVE	2014	1198
1X8	8/9/15	NA	10/30/18	MALE	3F7	076	3F7	2D0	KK	REMOVE	2016	NA
7W6	7/19/15	NA	10/31/18	FEMALE	0J5	076	0J5	46Z	KK	REMOVE	2016	NA
4X5	7/24/15	NA	10/31/18	FEMALE	1L1	076	1L1	1G9	KK	REMOVE	2016	NA
1C5	10/22/05	NA	10/31/18	FEMALE	21G	076	21G	79H	KK	REMOVE	2006	1035
4W0	8/17/15	NA	10/31/18	FEMALE	25P	076	25P	9I2	KK	REMOVE	2016	NA
2Z2	8/28/16	NA	10/31/18	FEMALE	3I4	116	3I4	7H0	S	REMOVE	2017	NA
6V9	7/10/15	NA	10/31/18	MALE	49V	076	49V	2D5	KK	REMOVE	2016	NA
3W9	8/24/15	NA	10/31/18	MALE	5M5	076	5M5	0J0	KK	REMOVE	2016	NA
0X3	8/20/15	NA	10/31/18	FEMALE	6D4	076	6D4	6I0	KK	REMOVE	2016	NA
3X5	7/22/15	NA	10/31/18	MALE	6K6	073	6K6	5J5	KK	REMOVE	2016	NA
3X4	8/22/15	NA	10/31/18	MALE	6L1	076	6L1	9I2	KK	REMOVE	2016	NA
4R3	8/16/13	NA	10/31/18	MALE	74T	073	74T	0C7	KK	REMOVE	2014	4183
3Q9	9/2/13	NA	10/31/18	FEMALE	76J	073	76J	27N	KK	REMOVE	2014	3179
1T9	9/23/14	NA	10/31/18	FEMALE	76J	073	76J	2D5	KK	REMOVE	2015	NA
0X6	8/29/15	NA	10/31/18	MALE	7F0	076	7F0	94Z	KK	REMOVE	2016	NA
3X7	7/20/15	NA	10/31/18	MALE	8L3	073	8L3	94Z	KK	REMOVE	2016	NA
5S3	8/24/14	NA	10/31/18	MALE	93O	076	93O	2D0	KK	REMOVE	2015	NA
8W6	7/29/15	NA	10/31/18	MALE	93O	076	93O	9I2	KK	REMOVE	2016	NA
4S8	10/22/14	NA	10/31/18	MALE	9I8	076	9I8	76Z	KK	REMOVE	2015	NA
3Z2	6/19/17	NA	11/1/18	MALE	0J5	076	0J5	9I2	KK	REMOVE	2018	NA
2Z8	7/1/17	NA	11/1/18	MALE	0Q5	076	0Q5	2M4	KK	REMOVE	2018	NA
3Z5	11/1/17	NA	11/1/18	FEMALE	1C5	076	1C5	8B5	KK	REMOVE	2018	NA
4T4	8/30/14	NA	11/1/18	FEMALE	1C7	076	1C7	5D1	KK	REMOVE	2015	NA
3Z0	7/8/17	NA	11/1/18	MALE	2C3	073	2C3	73Z	KK	REMOVE	2018	NA
3Z7	7/19/17	NA	11/1/18	MALE	3F7	076	3F7	2D0	KK	REMOVE	2018	NA
3Z6	7/17/16	NA	11/1/18	MALE	4M9	076	4M9	6I6	KK	REMOVE	2017	NA
2Z7	7/5/17	NA	11/1/18	MALE	51V	076	51V	6F1	KK	REMOVE	2018	NA
3Z3	7/27/17	NA	11/1/18	MALE	5M5	076	5M5	0L5	KK	REMOVE	2018	NA
3Z8	7/17/16	NA	11/1/18	MALE	6D4	076	6D4	6F1	KK	REMOVE	2017	NA
3Z4	7/4/17	NA	11/1/18	MALE	6D4	076	6D4	5J3	KK	REMOVE	2018	NA
3Z1	7/26/17	NA	11/1/18	FEMALE	8O9	073	8O9	0C7	KK	REMOVE	2018	NA
2Z9	7/18/17	NA	11/1/18	MALE	9L9	076	9L9	5J3	KK	REMOVE	2018	NA
6S2	7/29/14	NA	11/2/18	MALE	7F0	076	7F0	73Z	KK	REMOVE	2015	NA
5L3	9/24/10	NA	11/2/18	MALE	88N	116	88N	10R	S	REMOVE	2011	NA
0T8	8/13/14	NA	11/6/18	FEMALE	0B6	073	0B6	76Z	KK	REMOVE	2015	NA
6Z3	8/9/17	NA	11/6/18	FEMALE	1O7	073	1O7	4H2	KK	REMOVE	2018	NA
I191R1	7/27/18	NA	11/6/18	MALE	1R1	076	1R1	7D7	KK	REMOVE	2019	NA
6O7	10/27/12	NA	11/6/18	FEMALE	25P	076	25P	44T	KK	REMOVE	2013	6157
5S1	8/16/14	NA	11/6/18	MALE	2F2	076	2F2	76Z	KK	REMOVE	2015	NA
4P6	10/8/12	NA	11/6/18	FEMALE	44V	076	44V	6A9	KK	REMOVE	2013	4166
6Z4	7/13/17	NA	11/6/18	FEMALE	4F1	073	4F1	9I2	KK	REMOVE	2018	NA
I194P6	7/13/18	NA	11/6/18	MALE	4P6	076	4P6	8C9	KK	REMOVE	2019	NA
2R9	10/9/13	NA	11/6/18	FEMALE	6C2	076	6C2	16R	KK	REMOVE	2014	2189
2T2	10/6/14	NA	11/6/18	FEMALE	6C2	076	6C2	6F1	KK	REMOVE	2015	NA
1R1	8/5/13	NA	11/6/18	FEMALE	6D6	076	6D6	6B8	KK	REMOVE	2014	1181
6Z5	7/4/17	NA	11/6/18	FEMALE	8I9	076	8I9	4K7	KK	REMOVE	2018	NA
3O7	9/23/12	NA	11/7/18	MALE	0B6	073	0B6	69I	KK	REMOVE	2013	3157
1C7	11/23/05	NA	11/7/18	FEMALE	19A	076	19A	09L	KK	REMOVE	2006	1037
2X1	9/21/15	NA	11/7/18	FEMALE	1C7	076	1C7	2D0	KK	REMOVE	2016	NA
9Q5	8/29/13	NA	11/7/18	FEMALE	3F7	076	3F7	6B8	KK	REMOVE	2014	9175
0L5	10/13/10	NA	11/7/18	MALE	4A9	116	4A9	94O	S	REMOVE	2011	NA
6K6	9/6/10	NA	11/7/18	FEMALE	60R	073	60R	99L	KK	REMOVE	2011	6116
8W0	7/24/15	NA	11/7/18	FEMALE	60R	073	60R	76Z	KK	REMOVE	2016	NA
7J7	9/19/09	NA	11/7/18	FEMALE	74T	073	74T	94O	KK	REMOVE	2010	7107
1P5	8/21/12	NA	11/7/18	MALE	74T	073	74T	12Z	KK	REMOVE	2013	1165
4W4	9/23/15	NA	11/7/18	FEMALE	76J	073	76J	16R	KK	REMOVE	2016	NA
5M5	9/1/11	NA	11/7/18	FEMALE	7F0	076	7F0	6A9	KK	REMOVE	2012	5135
6L3	9/27/10	NA	11/7/18	MALE	86Z	073	86Z	60T	KK	REMOVE	2011	6123
4R4	9/2/13	NA	11/8/18	FEMALE	1C7	076	1C7	46Z	KK	REMOVE	2014	4184
8Z6	7/21/17	NA	11/8/18	MALE	2J7	073	2J7	8H2	KK	REMOVE	2018	NA
8Z3	7/6/17	NA	11/8/18	FEMALE	2O7	076	2O7	9I2	KK	REMOVE	2018	NA
8Z5	7/8/17	NA	11/8/18	MALE	37V	076	37V	0L5	KK	REMOVE	2018	NA
8Z4	7/13/16	NA	11/8/18	MALE	3F7	076	3F7	2D0	KK	REMOVE	2017	NA
I194R4	7/15/18	NA	11/8/18	MALE	4R4	076	4R4	3M3	KK	REMOVE	2019	NA
2O7	5/31/12	NA	11/8/18	FEMALE	6D4	076	6D4	26P	KK	REMOVE	2013	2157
8Z2	7/26/17	NA	11/8/18	FEMALE	6O7	076	6O7	9I2	KK	REMOVE	2018	NA
8Z7	7/23/17	NA	11/8/18	MALE	7J7	073	7J7	9F9	KK	REMOVE	2018	NA
8H2	9/22/08	NA	11/8/18	MALE	91V	DM	91V	43R	R	REMOVE	2009	8082
I191E2	7/31/18	NA	11/27/18	MALE	1E2	073	1E2	6I9	KK	REMOVE	2019	NA
1L1	9/26/10	NA	11/27/18	FEMALE	1C5	076	1C5	16R	KK	REMOVE	2011	1121
I191L1	7/2/18	NA	11/27/18	FEMALE	1L1	076	1L1	6I9	KK	REMOVE	2019	NA
3R9	9/13/13	NA	11/27/18	FEMALE	25P	076	25P	44H	KK	REMOVE	2014	3189
8W2	8/24/15	NA	11/27/18	FEMALE	2F2	076	2F2	2D0	KK	REMOVE	2016	NA
8B3	10/26/05	NA	11/27/18	MALE	39B	065	39B	64K	F	REMOVE	2006	NA
3Q3	8/19/13	NA	11/27/18	FEMALE	3F5	076	3F5	6F1	KK	REMOVE	2014	3173
I193Q3	6/16/18	NA	11/27/18	FEMALE	3Q3	076	3Q3	1G9	KK	REMOVE	2019	NA
3X3	7/15/15	NA	11/27/18	MALE	4D8	073	4D8	76Z	KK	REMOVE	2016	NA
8S9	8/18/14	NA	11/27/18	MALE	5H4	073	5H4	97Z	KK	REMOVE	2015	NA
4T2	7/2/14	NA	11/27/18	MALE	62R	073	62R	44T	KK	REMOVE	2015	NA
6U6	8/29/14	NA	11/27/18	FEMALE	6D6	076	6D6	6A1	KK	REMOVE	2015	NA
7W5	8/29/15	NA	11/27/18	FEMALE	6D6	076	6D6	76Z	KK	REMOVE	2016	NA
4X3	7/11/15	NA	11/27/18	FEMALE	6D9	076	6D9	2D0	KK	REMOVE	2016	NA
7W3	8/20/15	NA	11/27/18	FEMALE	7I8	076	7I8	12Z	KK	REMOVE	2016	NA
1J8	10/28/09	NA	11/27/18	MALE	82A	065	82A	02R	F	REMOVE	2010	1108
1O9	10/5/12	NA	11/27/18	FEMALE	83Z	076	83Z	27J	KK	REMOVE	2013	1159
1E2	10/17/06	NA	11/27/18	FEMALE	88R	073	88R	84J	KK	REMOVE	2007	1052
4Q4	9/7/13	NA	11/27/18	FEMALE	9I8	076	9I8	46N	KK	REMOVE	2014	4174
44V	2/13/04	NA	11/27/18	FEMALE	O55	076	O55	S56	KK	REMOVE	2004	4422
1T5	7/23/14	NA	11/28/18	MALE	2C4	076	2C4	76Z	KK	REMOVE	2015	NA
5I5	9/20/09	NA	11/28/18	MALE	30O	065	30O	36S	HH	REMOVE	2010	5095
7Q3	8/21/13	NA	11/28/18	FEMALE	37V	076	37V	6B8	KK	REMOVE	2014	7173
I193F7	8/17/18	NA	11/28/18	MALE	3F7	076	3F7	73Z	KK	REMOVE	2019	NA
AD4	7/9/17	NA	11/28/18	MALE	4D8	073	4D8	98Z	KK	REMOVE	2018	NA
2K0	11/1/10	NA	11/28/18	MALE	51Z	22	51Z	72O	V	REMOVE	2011	2110
7I8	9/3/09	NA	11/28/18	FEMALE	53E	076	53E	68N	KK	REMOVE	2010	7098
60R	12/3/01	NA	11/28/18	FEMALE	58H	073	58H	K14	KK	REMOVE	2002	6018
I1960R	7/29/18	NA	11/28/18	FEMALE	60R	073	60R	0L5	KK	REMOVE	2019	NA
49V	11/15/03	NA	11/28/18	FEMALE	65A	076	65A	29H	KK	REMOVE	2004	4922
AD3	7/14/17	NA	11/28/18	FEMALE	6D6	076	6D6	64S	KK	REMOVE	2018	NA
3F7	10/1/07	NA	11/28/18	FEMALE	75J	076	75J	09L	KK	REMOVE	2008	3067
5Q7	8/13/13	NA	11/28/18	FEMALE	7I8	076	7I8	8C3	KK	REMOVE	2014	5177
I197I8	7/1/18	NA	11/28/18	FEMALE	7I8	076	7I8	5J3	KK	REMOVE	2019	NA
I197Q3	7/20/18	NA	11/28/18	FEMALE	7Q3	076	7Q3	1J8	KK	REMOVE	2019	NA
